Business name,URL,Category/type,Location,Loaded successfully,First impression score,Visual quality score,Mobile conversion score,CTA clarity score,Trust signal score,Offer clarity score,Form/friction score,Speed/performance notes,SEO/local SEO notes,Standout design/conversion ideas,Weaknesses to avoid,Screenshot path,Discovery path,Discovery query,Reviewed at
Arizona Irrigation Company,https://azirrigationco.com/,lawn care; irrigation,"E. Indian School Rd. Phoenix, AZ",true,8,10,9,10,10,8,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Lawn Sprinkler Repair Installation- Arizona Irrigation Company. H1: Lawn sprinkler repair services. Schema detected. Location signal: E. Indian School Rd. Phoenix, AZ.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Before/after proof supports homeowner confidence. Portfolio/gallery helps prove finished-work quality. Service area language supports local intent.",Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/319-arizonairrigation-com.jpg,lead-sheet/domain-guess,ARIZONA IRRIGATION COMPANY,2026-06-17T01:48:25.793Z
Apex Turf,https://apexturfaz.com/,lawn care; hardscaping; irrigation; outdoor living; artificial turf; commercial landscaping,"Chandler, AZ",true,8,8,9,10,8,8,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Apex Turf - Phoenix Area Artificial Turf Installation. H1: Arizona's Artificial Grass Experts. Schema detected. Location signal: Chandler, AZ.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof.",Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/320-apexturfaz-com.jpg,lead-sheet/domain-guess,Apex Turf,2026-06-17T01:48:38.620Z
Apexlandscapemaintenance.com,https://apexlandscapemaintenance.com/,commercial landscaping,"Lebanon, OR",true,9,4,7,8,2,7,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Apexlandscapemaintenance.com. H1: Apex Landscape Maintenance LLC. Schema detected. Location signal: Lebanon, OR.",Primary quote/call CTA is easy to find.,Trust proof is thin above the main homepage content. Phone number is not obvious in captured homepage text.,research/screenshots/320-apexlandscapemaintenance-com.jpg,lead-sheet/domain-guess,Apex Landscape Maintenance,2026-06-17T01:48:38.829Z
Apex Landscaping,https://apexlandscaping.com/,hardscaping; outdoor living; artificial turf; commercial landscaping; tree care,"N. Old McHenry Road Hawthorn Woods, IL",true,10,9,8,8,7,9,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Landscaping Solutions in the Chicagoland Area | Apex Landscaping. H1: Chicagoland's #1 Choice for Landscaping,
Hardscaping Design & Builds,
Commercial Maintenance, and More. Schema detected. Location signal: N. Old McHenry Road Hawthorn Woods, IL.",Primary quote/call CTA is easy to find. Portfolio/gallery helps prove finished-work quality. Service area language supports local intent.,Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/320-apexlandscaping-com.jpg,lead-sheet/domain-guess,Apex Landscaping LLC,2026-06-17T01:48:39.984Z
All Valley Turf,https://allvalleyturf.com/,hardscaping; artificial turf; commercial landscaping,"Paver Installers In Scottsdale, AZ",true,10,9,9,10,6,7,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Artificial Turf &amp; Paver Installers In Scottsdale, AZ | All ValleyTurf. H1: Welcome To
All ValleyTurf. Schema detected. Location signal: Paver Installers In Scottsdale, AZ.",Primary quote/call CTA is easy to find. Before/after proof supports homeowner confidence. Service area language supports local intent.,Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/323-allvalleyturf-com.jpg,lead-sheet/domain-guess,All Valley Turf,2026-06-17T01:48:41.707Z
Apexlandscape.com,http://apexlandscape.com/,landscaping,,true,9,6,5,5,3,5,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Apexlandscape.com - Ready for Development. H1: Apexlandscape.com. No schema detected in homepage HTML. Location signal not obvious from homepage text.,Portfolio/gallery helps prove finished-work quality.,CTA language is weak or hard to locate. Trust proof is thin above the main homepage content. Services/offers are not immediately clear. Phone number is not obvious in captured homepage text.,research/screenshots/324-apexlandscape-com.jpg,lead-sheet/domain-guess,Apex Landscaping LLC,2026-06-17T01:48:44.261Z
Arbor Craft Tree Care,https://www.arborcrafttree.com/,tree care,,true,7,6,8,9,7,5,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Arbor Craft Tree Care. H1: Arbor Craft Tree Care. Schema detected. Location signal not obvious from homepage text.,Primary quote/call CTA is easy to find. Service area language supports local intent.,Services/offers are not immediately clear. No homepage form detected; conversion path may require extra clicks.,research/screenshots/325-arborcrafttree-com.jpg,lead-sheet/domain-guess,ArborCraft Tree Service,2026-06-17T01:48:45.679Z
Arizona Turf Professionals,https://arizonaturfprofessionals.com/,hardscaping; irrigation; outdoor living; artificial turf; landscape design-build; commercial landscaping,,true,10,10,8,9,10,10,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Artificial Turf Installation Scottsdale, Arizona - Arizona Turf Professionals Artificial Grass Installers. H1: PROFESSIONAL TURF INSTALLATION IN THE GREATER VALLEY. Schema detected. Location signal not obvious from homepage text.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Before/after proof supports homeowner confidence. Portfolio/gallery helps prove finished-work quality. Service area language supports local intent.",No homepage form detected; conversion path may require extra clicks.,research/screenshots/324-arizonaturfprofessionals-com.jpg,lead-sheet/domain-guess,"Arizona Turf Professionals, LLC.",2026-06-17T01:48:46.094Z
ACL Outdoor Services,https://acloutdoorservices.com/,hardscaping; irrigation; outdoor living; artificial turf,,true,8,9,9,10,7,8,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: acloutdoorservices. H1: Your Dream Outdoor Space Starts Here. No schema detected in homepage HTML. Location signal not obvious from homepage text.,Primary quote/call CTA is easy to find.,Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/327-acloutdoorservices-com.jpg,lead-sheet/domain-guess,ACL Outdoor Services LLC,2026-06-17T01:48:48.548Z
All Green Landscapes,https://allgreenlandscapes.com/,hardscaping; outdoor living; commercial landscaping,,true,8,6,4,4,5,7,5,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: All Green Landscapes - Fencing, paving and hard landscaping services in Colchester, Essex. H1: Fencing, paving and hard landscaping services in Colchester, Essex. No schema detected in homepage HTML. Location signal not obvious from homepage text.",Service area language supports local intent.,CTA language is weak or hard to locate. Trust proof is thin above the main homepage content. Phone number is not obvious in captured homepage text. No homepage form detected; conversion path may require extra clicks.,research/screenshots/327-allgreenlandscapes-com.jpg,lead-sheet/domain-guess,All Green Landscapes,2026-06-17T01:48:48.948Z
Sprinkler World,https://www.sprinklerworld.com/,irrigation,,true,7,8,7,7,5,6,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: ABOUT US - Sprinkler World. H1: not detected. Schema detected. Location signal not obvious from homepage text.,Basic landscaping service presentation with limited standout conversion pattern.,Trust proof is thin above the main homepage content.,research/screenshots/329-sprinklerworld-com.jpg,lead-sheet/domain-guess,Sprinkler World,2026-06-17T01:53:28.604Z
"Welcome to Living Desert Landscaping, LLC",http://livingdesertlandscaping.com/,irrigation,"Phoenix, AZ",true,9,7,4,4,4,6,5,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Welcome to Living Desert Landscaping, LLC. H1: Welcome to Living Desert Landscaping. No schema detected in homepage HTML. Location signal: Phoenix, AZ.",Portfolio/gallery helps prove finished-work quality.,CTA language is weak or hard to locate. Trust proof is thin above the main homepage content. Phone number is not obvious in captured homepage text. No homepage form detected; conversion path may require extra clicks.,research/screenshots/330-livingdesertlandscaping-com.jpg,lead-sheet/domain-guess,Living Desert Landscaping Llc,2026-06-17T01:53:30.736Z
Green Season Landscaping,https://greenseasonlandscaping.com/,lawn care; hardscaping; outdoor living; landscape design-build; tree care,"Spencerville, MD",true,10,8,8,9,6,10,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Green Season Landscaping &#8211; Green Season Landscaping. H1: Welcome to Green Season Landscaping. No schema detected in homepage HTML. Location signal: Spencerville, MD.",Primary quote/call CTA is easy to find. Portfolio/gallery helps prove finished-work quality.,No homepage form detected; conversion path may require extra clicks.,research/screenshots/331-greenseasonlandscaping-com.jpg,lead-sheet/domain-guess,Green Season Landscape,2026-06-17T01:53:36.179Z
Endless Summer Yard Care,https://endlesssummeryardcare.com/,lawn care; irrigation; commercial landscaping; tree care,"Us REQUEST A QUOTE LOCATION Chandler, AZ",true,8,8,9,10,6,7,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Lawn Maintenance - Endless Summer Yard Care - Tempe, Chandler, Arizona. H1: not detected. Schema detected. Location signal: Us REQUEST A QUOTE LOCATION Chandler, AZ.",Primary quote/call CTA is easy to find. Service area language supports local intent.,Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/332-endlesssummeryardcare-com.jpg,lead-sheet/domain-guess,Endless Summer Yard Care,2026-06-17T01:53:39.612Z
Green Season Landscaping,http://www.greenseasonaz.com/,lawn care,,true,5,5,5,5,5,5,4,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Home. H1: not detected. No schema detected in homepage HTML. Location signal not obvious from homepage text.,Portfolio/gallery helps prove finished-work quality. Service area language supports local intent.,CTA language is weak or hard to locate. Trust proof is thin above the main homepage content. Services/offers are not immediately clear. No homepage form detected; conversion path may require extra clicks.,research/screenshots/333-greenseasonaz-com.jpg,lead-sheet/domain-guess,Green Season Landscape,2026-06-17T01:53:42.875Z
DHLandscape,https://www.deserthillslandscape.com/,landscaping,,true,7,9,6,6,8,3,5,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Desert Hills Landscape. H1: not detected. Schema detected. Location signal not obvious from homepage text.,"Uses reviews, licensing, guarantees, awards, or years-in-business proof.",Services/offers are not immediately clear. No homepage form detected; conversion path may require extra clicks.,research/screenshots/334-deserthillslandscape-com.jpg,lead-sheet/domain-guess,Desert Hills Landscaping LLC,2026-06-17T01:54:16.064Z
Cutting Edge Landscaping Ltd.,https://www.cuttingedgelandscapes.com/,hardscaping; artificial turf; commercial landscaping,,true,10,8,7,7,5,6,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Cutting Edge Landscaping Ltd.. H1: <img src=""/images/ui/logo.png"" alt=""Cutting Edge Landscaping Ltd."" />. Schema detected. Location signal not obvious from homepage text.",Basic landscaping service presentation with limited standout conversion pattern.,Trust proof is thin above the main homepage content. No homepage form detected; conversion path may require extra clicks.,research/screenshots/335-cuttingedgelandscapes-com.jpg,lead-sheet/domain-guess,"Cutting Edge Landscapes, LLC",2026-06-17T01:54:20.659Z
